"","cluster_id","sample_id","group_id"
"cell4365","CD4 T cells","ctrl101.A","A"
"cell4366","CD4 T cells","ctrl101.A","A"
"cell4367","CD4 T cells","ctrl101.B","B"
"cell4368","CD4 T cells","ctrl107.A","A"
"cell4369","CD14+ Monocytes","ctrl101.A","A"
"cell4370","CD4 T cells","ctrl101.A","A"
"cell4371","CD14+ Monocytes","ctrl101.B","B"
"cell4372","CD4 T cells","ctrl101.A","A"
"cell4373","CD14+ Monocytes","ctrl107.A","A"
"cell4374","CD14+ Monocytes","ctrl101.A","A"
"cell4375","CD4 T cells","ctrl101.A","A"
"cell4376","CD4 T cells","ctrl107.A","A"
"cell4377","CD14+ Monocytes","ctrl107.B","B"
"cell4378","CD14+ Monocytes","ctrl107.A","A"
"cell4379","CD4 T cells","ctrl101.A","A"
"cell4380","CD4 T cells","ctrl101.A","A"
"cell4381","CD14+ Monocytes","ctrl101.A","A"
"cell4382","CD14+ Monocytes","ctrl101.A","A"
"cell4383","CD14+ Monocytes","ctrl101.A","A"
"cell4384","CD4 T cells","ctrl101.A","A"
"cell4385","CD14+ Monocytes","ctrl101.A","A"
"cell4386","CD14+ Monocytes","ctrl101.A","A"
"cell4387","CD4 T cells","ctrl107.B","B"
"cell4388","CD4 T cells","ctrl101.A","A"
"cell4389","CD14+ Monocytes","ctrl101.A","A"
"cell4390","CD4 T cells","ctrl101.A","A"
"cell4391","CD14+ Monocytes","ctrl101.A","A"
"cell4392","CD14+ Monocytes","ctrl101.A","A"
"cell4393","CD4 T cells","ctrl101.A","A"
"cell4394","CD4 T cells","ctrl101.A","A"
"cell4395","CD4 T cells","ctrl101.A","A"
"cell4396","CD4 T cells","ctrl101.A","A"
"cell4397","CD4 T cells","ctrl101.B","B"
"cell4398","CD4 T cells","ctrl101.A","A"
"cell4399","CD14+ Monocytes","ctrl101.A","A"
"cell4400","CD14+ Monocytes","ctrl101.A","A"
"cell4401","CD4 T cells","ctrl101.A","A"
"cell4402","CD4 T cells","ctrl107.A","A"
"cell4403","CD14+ Monocytes","ctrl107.A","A"
"cell4404","CD14+ Monocytes","ctrl101.A","A"
"cell4405","CD4 T cells","ctrl107.A","A"
"cell4406","CD14+ Monocytes","ctrl101.A","A"
"cell4407","CD4 T cells","ctrl101.A","A"
"cell4408","CD4 T cells","ctrl101.A","A"
"cell4409","CD4 T cells","ctrl101.B","B"
"cell4410","CD14+ Monocytes","ctrl101.A","A"
"cell4411","CD14+ Monocytes","ctrl101.A","A"
"cell4412","CD14+ Monocytes","ctrl101.B","B"
"cell4413","CD14+ Monocytes","ctrl101.A","A"
"cell4414","CD4 T cells","ctrl101.A","A"
"cell4415","CD14+ Monocytes","ctrl101.A","A"
"cell4416","CD4 T cells","ctrl101.A","A"
"cell4417","CD14+ Monocytes","ctrl101.B","B"
"cell4418","CD14+ Monocytes","ctrl101.A","A"
"cell4419","CD4 T cells","ctrl101.A","A"
"cell4420","CD4 T cells","ctrl101.A","A"
"cell4421","CD4 T cells","ctrl101.A","A"
"cell4422","CD14+ Monocytes","ctrl101.A","A"
"cell4423","CD14+ Monocytes","ctrl101.B","B"
"cell4424","CD4 T cells","ctrl101.A","A"
"cell4425","CD14+ Monocytes","ctrl101.A","A"
"cell4426","CD14+ Monocytes","ctrl101.A","A"
"cell4427","CD14+ Monocytes","ctrl101.A","A"
"cell4428","CD4 T cells","ctrl101.A","A"
"cell4429","CD14+ Monocytes","ctrl107.A","A"
"cell4430","CD14+ Monocytes","ctrl101.A","A"
"cell4431","CD14+ Monocytes","ctrl101.B","B"
"cell4432","CD14+ Monocytes","ctrl101.A","A"
"cell4433","CD4 T cells","ctrl107.A","A"
"cell4434","CD14+ Monocytes","ctrl101.A","A"
"cell4435","CD4 T cells","ctrl101.A","A"
"cell4436","CD14+ Monocytes","ctrl107.A","A"
"cell4437","CD4 T cells","ctrl101.A","A"
"cell4438","CD4 T cells","ctrl101.A","A"
"cell4439","CD14+ Monocytes","ctrl101.A","A"
"cell4440","CD4 T cells","ctrl101.A","A"
"cell4441","CD4 T cells","ctrl101.A","A"
"cell4442","CD4 T cells","ctrl101.A","A"
"cell4443","CD4 T cells","ctrl101.A","A"
"cell4444","CD4 T cells","ctrl101.A","A"
"cell4445","CD14+ Monocytes","ctrl107.A","A"
"cell4446","CD14+ Monocytes","ctrl101.A","A"
"cell4447","CD14+ Monocytes","ctrl107.A","A"
"cell4448","CD4 T cells","ctrl101.B","B"
"cell4449","CD4 T cells","ctrl101.A","A"
"cell4450","CD14+ Monocytes","ctrl101.A","A"
"cell4451","CD4 T cells","ctrl101.A","A"
"cell4452","CD4 T cells","ctrl107.A","A"
"cell4453","CD4 T cells","ctrl101.B","B"
"cell4454","CD4 T cells","ctrl101.B","B"
"cell4455","CD4 T cells","ctrl101.A","A"
"cell4456","CD4 T cells","ctrl101.A","A"
"cell4457","CD4 T cells","ctrl101.A","A"
"cell4458","CD4 T cells","ctrl101.A","A"
"cell4459","CD14+ Monocytes","ctrl101.A","A"
"cell4460","CD4 T cells","ctrl101.A","A"
"cell4461","CD4 T cells","ctrl101.A","A"
"cell4462","CD14+ Monocytes","ctrl101.A","A"
"cell4463","CD4 T cells","ctrl101.A","A"
"cell4464","CD14+ Monocytes","ctrl101.A","A"
"cell4465","CD14+ Monocytes","ctrl101.A","A"
"cell4466","CD4 T cells","ctrl101.A","A"
"cell4467","CD4 T cells","ctrl107.B","B"
"cell4468","CD14+ Monocytes","ctrl101.A","A"
"cell4469","CD14+ Monocytes","ctrl101.A","A"
"cell4470","CD4 T cells","ctrl101.A","A"
"cell4471","CD4 T cells","ctrl101.A","A"
"cell4472","CD4 T cells","ctrl101.A","A"
"cell4473","CD14+ Monocytes","ctrl101.B","B"
"cell4474","CD14+ Monocytes","ctrl101.A","A"
"cell4475","CD14+ Monocytes","ctrl101.A","A"
"cell4476","CD4 T cells","ctrl101.A","A"
"cell4477","CD14+ Monocytes","ctrl101.A","A"
"cell4478","CD4 T cells","ctrl107.A","A"
"cell4479","CD4 T cells","ctrl101.A","A"
"cell4480","CD14+ Monocytes","ctrl101.A","A"
"cell4481","CD4 T cells","ctrl101.A","A"
"cell4482","CD14+ Monocytes","ctrl101.A","A"
"cell4483","CD14+ Monocytes","ctrl101.A","A"
"cell4484","CD4 T cells","ctrl101.A","A"
"cell4485","CD14+ Monocytes","ctrl101.A","A"
"cell4486","CD4 T cells","ctrl101.A","A"
"cell4487","CD14+ Monocytes","ctrl101.A","A"
"cell4488","CD14+ Monocytes","ctrl101.A","A"
"cell4489","CD14+ Monocytes","ctrl101.B","B"
"cell4490","CD4 T cells","ctrl101.B","B"
"cell4491","CD4 T cells","ctrl101.A","A"
"cell4492","CD4 T cells","ctrl107.A","A"
"cell4493","CD14+ Monocytes","ctrl101.A","A"
"cell4494","CD4 T cells","ctrl101.A","A"
"cell4495","CD14+ Monocytes","ctrl101.A","A"
"cell4496","CD14+ Monocytes","ctrl101.A","A"
"cell4497","CD14+ Monocytes","ctrl101.A","A"
"cell4498","CD14+ Monocytes","ctrl101.A","A"
"cell4499","CD14+ Monocytes","ctrl107.A","A"
"cell4500","CD14+ Monocytes","ctrl101.A","A"
"cell4501","CD4 T cells","ctrl101.A","A"
"cell4502","CD4 T cells","ctrl101.A","A"
"cell4503","CD4 T cells","ctrl101.A","A"
"cell4504","CD14+ Monocytes","ctrl101.A","A"
"cell4505","CD4 T cells","ctrl101.B","B"
"cell4506","CD4 T cells","ctrl101.A","A"
"cell4507","CD4 T cells","ctrl101.A","A"
"cell4508","CD4 T cells","ctrl101.A","A"
"cell4509","CD14+ Monocytes","ctrl101.A","A"
"cell4510","CD14+ Monocytes","ctrl101.A","A"
"cell4511","CD4 T cells","ctrl101.A","A"
"cell4512","CD14+ Monocytes","ctrl101.A","A"
"cell4513","CD4 T cells","ctrl101.A","A"
"cell4514","CD4 T cells","ctrl101.A","A"
"cell4515","CD4 T cells","ctrl101.A","A"
"cell4516","CD14+ Monocytes","ctrl107.A","A"
"cell4517","CD4 T cells","ctrl101.B","B"
"cell4518","CD14+ Monocytes","ctrl101.A","A"
"cell4519","CD14+ Monocytes","ctrl101.A","A"
"cell4520","CD4 T cells","ctrl101.A","A"
"cell4521","CD14+ Monocytes","ctrl101.B","B"
"cell4522","CD14+ Monocytes","ctrl101.A","A"
"cell4523","CD14+ Monocytes","ctrl101.A","A"
"cell4524","CD4 T cells","ctrl101.A","A"
"cell4525","CD4 T cells","ctrl101.A","A"
"cell4526","CD14+ Monocytes","ctrl101.B","B"
"cell4527","CD4 T cells","ctrl101.A","A"
"cell4528","CD4 T cells","ctrl107.A","A"
"cell4529","CD14+ Monocytes","ctrl101.A","A"
"cell4530","CD4 T cells","ctrl101.B","B"
"cell4531","CD14+ Monocytes","ctrl101.A","A"
"cell4532","CD14+ Monocytes","ctrl101.B","B"
"cell4533","CD14+ Monocytes","ctrl101.A","A"
"cell4534","CD14+ Monocytes","ctrl101.A","A"
"cell4535","CD4 T cells","ctrl101.A","A"
"cell4536","CD14+ Monocytes","ctrl101.A","A"
"cell4537","CD14+ Monocytes","ctrl101.B","B"
"cell4538","CD14+ Monocytes","ctrl101.A","A"
"cell4539","CD14+ Monocytes","ctrl107.A","A"
"cell4540","CD14+ Monocytes","ctrl101.A","A"
"cell4541","CD14+ Monocytes","ctrl107.A","A"
"cell4542","CD14+ Monocytes","ctrl101.A","A"
"cell4543","CD14+ Monocytes","ctrl101.A","A"
"cell4544","CD4 T cells","ctrl101.A","A"
"cell4545","CD4 T cells","ctrl101.A","A"
"cell4546","CD14+ Monocytes","ctrl101.A","A"
"cell4547","CD14+ Monocytes","ctrl101.A","A"
"cell4548","CD14+ Monocytes","ctrl101.A","A"
"cell4549","CD14+ Monocytes","ctrl101.A","A"
"cell4550","CD14+ Monocytes","ctrl101.A","A"
"cell4551","CD4 T cells","ctrl101.A","A"
"cell4552","CD4 T cells","ctrl101.A","A"
"cell4553","CD14+ Monocytes","ctrl101.A","A"
"cell4554","CD14+ Monocytes","ctrl101.A","A"
"cell4555","CD14+ Monocytes","ctrl101.A","A"
"cell4556","CD14+ Monocytes","ctrl101.A","A"
"cell4557","CD14+ Monocytes","ctrl101.B","B"
"cell4558","CD4 T cells","ctrl101.A","A"
"cell4559","CD14+ Monocytes","ctrl101.A","A"
"cell4560","CD4 T cells","ctrl101.A","A"
"cell4561","CD4 T cells","ctrl101.A","A"
"cell4562","CD14+ Monocytes","ctrl101.A","A"
"cell4563","CD4 T cells","ctrl101.A","A"
"cell4564","CD4 T cells","ctrl101.A","A"
"cell4565","CD4 T cells","ctrl101.A","A"
"cell4566","CD4 T cells","ctrl101.A","A"
"cell4567","CD14+ Monocytes","ctrl101.A","A"
"cell4568","CD4 T cells","ctrl101.B","B"
"cell4569","CD14+ Monocytes","ctrl101.A","A"
"cell4570","CD14+ Monocytes","ctrl101.B","B"
"cell4571","CD4 T cells","ctrl101.A","A"
"cell4572","CD14+ Monocytes","ctrl107.A","A"
"cell4573","CD4 T cells","ctrl101.A","A"
"cell4574","CD4 T cells","ctrl101.A","A"
"cell4575","CD14+ Monocytes","ctrl101.A","A"
"cell4576","CD14+ Monocytes","ctrl101.A","A"
"cell4577","CD4 T cells","ctrl101.A","A"
"cell4578","CD14+ Monocytes","ctrl107.A","A"
"cell4579","CD14+ Monocytes","ctrl101.A","A"
"cell4580","CD4 T cells","ctrl101.A","A"
"cell4581","CD4 T cells","ctrl101.A","A"
"cell4582","CD14+ Monocytes","ctrl107.A","A"
"cell4583","CD14+ Monocytes","ctrl101.B","B"
"cell4584","CD4 T cells","ctrl101.A","A"
"cell4585","CD14+ Monocytes","ctrl101.A","A"
"cell4586","CD14+ Monocytes","ctrl101.A","A"
"cell4587","CD4 T cells","ctrl101.A","A"
"cell4588","CD14+ Monocytes","ctrl101.A","A"
"cell4589","CD14+ Monocytes","ctrl107.A","A"
"cell4590","CD14+ Monocytes","ctrl107.A","A"
"cell4591","CD14+ Monocytes","ctrl101.A","A"
"cell4592","CD4 T cells","ctrl101.A","A"
"cell4593","CD14+ Monocytes","ctrl107.A","A"
"cell4594","CD14+ Monocytes","ctrl101.A","A"
"cell4595","CD14+ Monocytes","ctrl107.A","A"
"cell4596","CD4 T cells","ctrl101.A","A"
"cell4597","CD4 T cells","ctrl101.A","A"
"cell4598","CD14+ Monocytes","ctrl101.A","A"
"cell4599","CD14+ Monocytes","ctrl101.B","B"
"cell4600","CD14+ Monocytes","ctrl101.A","A"
"cell4601","CD14+ Monocytes","ctrl101.B","B"
"cell4602","CD14+ Monocytes","ctrl101.A","A"
"cell4603","CD4 T cells","ctrl101.A","A"
"cell4604","CD4 T cells","ctrl101.A","A"
"cell4605","CD14+ Monocytes","ctrl101.A","A"
"cell4606","CD14+ Monocytes","ctrl101.A","A"
"cell4607","CD4 T cells","ctrl101.A","A"
"cell4608","CD4 T cells","ctrl101.A","A"
"cell4609","CD4 T cells","ctrl101.B","B"
"cell4610","CD14+ Monocytes","ctrl101.A","A"
"cell4611","CD14+ Monocytes","ctrl101.A","A"
"cell4612","CD14+ Monocytes","ctrl101.A","A"
"cell4613","CD14+ Monocytes","ctrl101.A","A"
"cell4614","CD14+ Monocytes","ctrl101.A","A"
"cell4615","CD4 T cells","ctrl101.A","A"
"cell4616","CD14+ Monocytes","ctrl101.A","A"
"cell4617","CD4 T cells","ctrl101.A","A"
"cell4618","CD4 T cells","ctrl101.A","A"
"cell4619","CD4 T cells","ctrl101.A","A"
"cell4620","CD4 T cells","ctrl101.A","A"
"cell4621","CD14+ Monocytes","ctrl101.A","A"
"cell4622","CD4 T cells","ctrl101.A","A"
"cell4623","CD4 T cells","ctrl107.A","A"
"cell4624","CD14+ Monocytes","ctrl101.A","A"
"cell4625","CD14+ Monocytes","ctrl101.A","A"
"cell4626","CD4 T cells","ctrl101.A","A"
"cell4627","CD14+ Monocytes","ctrl107.A","A"
"cell4628","CD14+ Monocytes","ctrl101.A","A"
"cell4629","CD14+ Monocytes","ctrl101.A","A"
"cell4630","CD14+ Monocytes","ctrl101.A","A"
"cell4631","CD4 T cells","ctrl101.A","A"
"cell4632","CD14+ Monocytes","ctrl101.A","A"
"cell4633","CD14+ Monocytes","ctrl101.B","B"
"cell4634","CD14+ Monocytes","ctrl101.A","A"
"cell4635","CD4 T cells","ctrl101.A","A"
"cell4636","CD4 T cells","ctrl101.A","A"
"cell4637","CD4 T cells","ctrl101.A","A"
"cell4638","CD14+ Monocytes","ctrl101.A","A"
"cell4639","CD14+ Monocytes","ctrl101.A","A"
"cell4640","CD4 T cells","ctrl101.A","A"
"cell4641","CD14+ Monocytes","ctrl101.A","A"
"cell4642","CD4 T cells","ctrl101.A","A"
"cell4643","CD14+ Monocytes","ctrl101.A","A"
"cell4644","CD4 T cells","ctrl101.A","A"
"cell4645","CD14+ Monocytes","ctrl101.A","A"
"cell4646","CD4 T cells","ctrl101.A","A"
"cell4647","CD14+ Monocytes","ctrl101.A","A"
"cell4648","CD14+ Monocytes","ctrl107.A","A"
"cell4649","CD14+ Monocytes","ctrl101.A","A"
"cell4650","CD14+ Monocytes","ctrl101.A","A"
"cell4651","CD14+ Monocytes","ctrl101.A","A"
"cell4652","CD4 T cells","ctrl101.A","A"
"cell4653","CD14+ Monocytes","ctrl101.A","A"
"cell4654","CD4 T cells","ctrl101.A","A"
"cell4655","CD4 T cells","ctrl101.A","A"
"cell4656","CD14+ Monocytes","ctrl101.A","A"
"cell4657","CD4 T cells","ctrl101.A","A"
"cell4658","CD14+ Monocytes","ctrl101.A","A"
"cell4659","CD14+ Monocytes","ctrl101.B","B"
"cell4660","CD4 T cells","ctrl107.A","A"
"cell4661","CD14+ Monocytes","ctrl101.A","A"
"cell4662","CD4 T cells","ctrl101.A","A"
"cell4663","CD14+ Monocytes","ctrl107.B","B"
"cell4664","CD4 T cells","ctrl101.B","B"
"cell4665","CD4 T cells","ctrl101.A","A"
"cell4666","CD14+ Monocytes","ctrl101.A","A"
"cell4667","CD4 T cells","ctrl101.A","A"
"cell4668","CD14+ Monocytes","ctrl107.A","A"
"cell4669","CD4 T cells","ctrl101.A","A"
"cell4670","CD4 T cells","ctrl101.B","B"
"cell4671","CD14+ Monocytes","ctrl101.A","A"
"cell4672","CD4 T cells","ctrl101.A","A"
"cell4673","CD14+ Monocytes","ctrl101.A","A"
"cell4674","CD4 T cells","ctrl101.A","A"
"cell4675","CD4 T cells","ctrl101.A","A"
"cell4676","CD4 T cells","ctrl101.A","A"
"cell4677","CD4 T cells","ctrl101.A","A"
"cell4678","CD4 T cells","ctrl101.A","A"
"cell4679","CD14+ Monocytes","ctrl101.A","A"
"cell4680","CD4 T cells","ctrl107.A","A"
"cell4681","CD14+ Monocytes","ctrl101.A","A"
"cell4682","CD14+ Monocytes","ctrl101.A","A"
"cell4683","CD14+ Monocytes","ctrl101.A","A"
"cell4684","CD4 T cells","ctrl101.A","A"
"cell4685","CD4 T cells","ctrl101.A","A"
"cell4686","CD4 T cells","ctrl107.A","A"
"cell4687","CD4 T cells","ctrl101.B","B"
"cell4688","CD4 T cells","ctrl101.A","A"
"cell4689","CD14+ Monocytes","ctrl101.A","A"
"cell4690","CD4 T cells","ctrl101.A","A"
"cell4691","CD4 T cells","ctrl107.A","A"
"cell4692","CD14+ Monocytes","ctrl101.A","A"
"cell4693","CD14+ Monocytes","ctrl101.A","A"
"cell4694","CD4 T cells","ctrl101.A","A"
"cell4695","CD4 T cells","ctrl101.A","A"
"cell4696","CD4 T cells","ctrl101.A","A"
"cell4697","CD4 T cells","ctrl101.A","A"
"cell4698","CD4 T cells","ctrl101.A","A"
"cell4699","CD14+ Monocytes","ctrl101.A","A"
"cell4700","CD14+ Monocytes","ctrl107.A","A"
"cell4701","CD4 T cells","ctrl101.A","A"
"cell4702","CD14+ Monocytes","ctrl101.A","A"
"cell4703","CD14+ Monocytes","ctrl101.A","A"
"cell4704","CD14+ Monocytes","ctrl101.A","A"
"cell4705","CD4 T cells","ctrl101.A","A"
"cell4706","CD14+ Monocytes","ctrl101.A","A"
"cell4707","CD14+ Monocytes","ctrl101.A","A"
"cell4708","CD4 T cells","ctrl101.A","A"
"cell4709","CD14+ Monocytes","ctrl101.A","A"
"cell4710","CD14+ Monocytes","ctrl101.A","A"
"cell4711","CD14+ Monocytes","ctrl101.A","A"
"cell4712","CD14+ Monocytes","ctrl101.A","A"
"cell4713","CD4 T cells","ctrl101.A","A"
"cell4714","CD4 T cells","ctrl107.B","B"
"cell4715","CD4 T cells","ctrl101.A","A"
"cell4716","CD14+ Monocytes","ctrl101.A","A"
"cell4717","CD4 T cells","ctrl101.A","A"
"cell4718","CD4 T cells","ctrl107.A","A"
"cell4719","CD4 T cells","ctrl101.A","A"
"cell4720","CD14+ Monocytes","ctrl101.A","A"
"cell4721","CD4 T cells","ctrl101.A","A"
"cell4722","CD4 T cells","ctrl101.A","A"
"cell4723","CD4 T cells","ctrl101.A","A"
"cell4724","CD4 T cells","ctrl101.A","A"
"cell4725","CD4 T cells","ctrl101.A","A"
"cell4726","CD14+ Monocytes","ctrl101.A","A"
"cell4727","CD14+ Monocytes","ctrl101.B","B"
"cell4728","CD14+ Monocytes","ctrl101.A","A"
"cell4729","CD14+ Monocytes","ctrl101.A","A"
"cell4730","CD14+ Monocytes","ctrl101.A","A"
"cell4731","CD4 T cells","ctrl101.A","A"
"cell4732","CD14+ Monocytes","ctrl101.B","B"
"cell4733","CD4 T cells","ctrl101.A","A"
"cell4734","CD4 T cells","ctrl101.A","A"
"cell4735","CD14+ Monocytes","ctrl101.B","B"
"cell4736","CD4 T cells","ctrl101.A","A"
"cell4737","CD14+ Monocytes","ctrl101.A","A"
"cell4738","CD14+ Monocytes","ctrl101.A","A"
"cell4739","CD4 T cells","ctrl101.A","A"
"cell4740","CD14+ Monocytes","ctrl107.A","A"
"cell4741","CD14+ Monocytes","ctrl101.A","A"
"cell4742","CD4 T cells","ctrl101.A","A"
"cell4743","CD4 T cells","ctrl101.A","A"
"cell4744","CD4 T cells","ctrl101.A","A"
"cell4745","CD14+ Monocytes","ctrl101.A","A"
"cell4746","CD14+ Monocytes","ctrl101.A","A"
"cell4747","CD4 T cells","ctrl101.A","A"
"cell4748","CD4 T cells","ctrl107.A","A"
"cell4749","CD14+ Monocytes","ctrl101.A","A"
"cell4750","CD4 T cells","ctrl101.A","A"
"cell4751","CD14+ Monocytes","ctrl107.A","A"
"cell4752","CD14+ Monocytes","ctrl101.A","A"
"cell4753","CD14+ Monocytes","ctrl101.A","A"
"cell4754","CD14+ Monocytes","ctrl101.A","A"
"cell4755","CD4 T cells","ctrl101.A","A"
"cell4756","CD14+ Monocytes","ctrl101.A","A"
"cell4757","CD4 T cells","ctrl101.A","A"
"cell4758","CD14+ Monocytes","ctrl101.A","A"
"cell4759","CD4 T cells","ctrl101.A","A"
"cell4760","CD4 T cells","ctrl101.A","A"
"cell4761","CD14+ Monocytes","ctrl101.A","A"
"cell4762","CD14+ Monocytes","ctrl101.A","A"
"cell4763","CD4 T cells","ctrl101.A","A"
"cell4764","CD4 T cells","ctrl101.A","A"
"cell4765","CD14+ Monocytes","ctrl101.A","A"
"cell4766","CD14+ Monocytes","ctrl101.A","A"
"cell4767","CD4 T cells","ctrl107.A","A"
"cell4768","CD14+ Monocytes","ctrl101.A","A"
"cell4769","CD4 T cells","ctrl101.A","A"
"cell4770","CD4 T cells","ctrl101.B","B"
"cell4771","CD4 T cells","ctrl101.B","B"
"cell4772","CD14+ Monocytes","ctrl107.A","A"
"cell4773","CD4 T cells","ctrl101.A","A"
"cell4774","CD14+ Monocytes","ctrl101.A","A"
"cell4775","CD4 T cells","ctrl101.A","A"
"cell4776","CD4 T cells","ctrl101.A","A"
"cell4777","CD4 T cells","ctrl101.A","A"
"cell4778","CD4 T cells","ctrl101.B","B"
"cell4779","CD4 T cells","ctrl101.A","A"
"cell4780","CD14+ Monocytes","ctrl101.A","A"
"cell4781","CD4 T cells","ctrl101.B","B"
"cell4782","CD14+ Monocytes","ctrl101.A","A"
"cell4783","CD14+ Monocytes","ctrl101.A","A"
"cell4784","CD14+ Monocytes","ctrl101.A","A"
"cell4785","CD4 T cells","ctrl101.A","A"
"cell4786","CD4 T cells","ctrl107.A","A"
"cell4787","CD4 T cells","ctrl101.A","A"
"cell4788","CD4 T cells","ctrl101.A","A"
"cell4789","CD14+ Monocytes","ctrl101.A","A"
"cell4790","CD4 T cells","ctrl101.A","A"
"cell4791","CD14+ Monocytes","ctrl101.A","A"
"cell4792","CD14+ Monocytes","ctrl101.A","A"
"cell4793","CD4 T cells","ctrl101.A","A"
"cell4794","CD14+ Monocytes","ctrl101.B","B"
"cell4795","CD4 T cells","ctrl101.A","A"
"cell4796","CD14+ Monocytes","ctrl101.A","A"
"cell4797","CD4 T cells","ctrl107.A","A"
"cell4798","CD14+ Monocytes","ctrl101.A","A"
"cell4799","CD4 T cells","ctrl101.A","A"
"cell4800","CD14+ Monocytes","ctrl101.A","A"
"cell4801","CD14+ Monocytes","ctrl101.A","A"
"cell4802","CD14+ Monocytes","ctrl101.A","A"
"cell4803","CD14+ Monocytes","ctrl101.A","A"
"cell4804","CD14+ Monocytes","ctrl101.A","A"
"cell4805","CD14+ Monocytes","ctrl101.A","A"
"cell4806","CD4 T cells","ctrl101.A","A"
"cell4807","CD14+ Monocytes","ctrl107.B","B"
"cell4808","CD4 T cells","ctrl101.A","A"
"cell4809","CD14+ Monocytes","ctrl101.B","B"
"cell4810","CD14+ Monocytes","ctrl101.B","B"
"cell4811","CD14+ Monocytes","ctrl101.A","A"
"cell4812","CD4 T cells","ctrl101.B","B"
"cell4813","CD14+ Monocytes","ctrl101.B","B"
"cell4814","CD14+ Monocytes","ctrl107.A","A"
"cell4815","CD14+ Monocytes","ctrl101.A","A"
"cell4816","CD14+ Monocytes","ctrl101.A","A"
"cell4817","CD14+ Monocytes","ctrl101.B","B"
"cell4818","CD4 T cells","ctrl101.A","A"
"cell4819","CD14+ Monocytes","ctrl107.B","B"
"cell4820","CD4 T cells","ctrl101.A","A"
"cell4821","CD4 T cells","ctrl101.A","A"
"cell4822","CD4 T cells","ctrl107.A","A"
"cell4823","CD14+ Monocytes","ctrl101.A","A"
"cell4824","CD4 T cells","ctrl101.A","A"
"cell4825","CD14+ Monocytes","ctrl101.A","A"
"cell4826","CD4 T cells","ctrl101.A","A"
"cell4827","CD14+ Monocytes","ctrl101.B","B"
"cell4828","CD14+ Monocytes","ctrl101.A","A"
"cell4829","CD4 T cells","ctrl107.A","A"
"cell4830","CD14+ Monocytes","ctrl101.A","A"
"cell4831","CD14+ Monocytes","ctrl101.A","A"
"cell4832","CD4 T cells","ctrl101.B","B"
"cell4833","CD14+ Monocytes","ctrl101.A","A"
"cell4834","CD14+ Monocytes","ctrl101.A","A"
"cell4835","CD14+ Monocytes","ctrl101.A","A"
"cell4836","CD4 T cells","ctrl101.A","A"
"cell4837","CD4 T cells","ctrl101.A","A"
"cell4838","CD4 T cells","ctrl101.B","B"
"cell4839","CD4 T cells","ctrl101.A","A"
"cell4840","CD4 T cells","ctrl101.A","A"
"cell4841","CD4 T cells","ctrl101.A","A"
"cell4842","CD14+ Monocytes","ctrl101.A","A"
"cell4843","CD14+ Monocytes","ctrl101.B","B"
"cell4844","CD4 T cells","ctrl107.A","A"
"cell4845","CD14+ Monocytes","ctrl101.A","A"
"cell4846","CD14+ Monocytes","ctrl101.A","A"
"cell4847","CD4 T cells","ctrl101.A","A"
"cell4848","CD14+ Monocytes","ctrl101.A","A"
"cell4849","CD14+ Monocytes","ctrl101.A","A"
"cell4850","CD4 T cells","ctrl101.A","A"
"cell4851","CD4 T cells","ctrl101.A","A"
"cell4852","CD14+ Monocytes","ctrl101.A","A"
"cell4853","CD4 T cells","ctrl101.A","A"
"cell4854","CD14+ Monocytes","ctrl101.A","A"
"cell4855","CD4 T cells","ctrl101.A","A"
"cell4856","CD14+ Monocytes","ctrl101.A","A"
"cell4857","CD4 T cells","ctrl101.A","A"
"cell4858","CD4 T cells","ctrl101.A","A"
"cell4859","CD4 T cells","ctrl101.A","A"
"cell4860","CD4 T cells","ctrl101.A","A"
"cell4861","CD14+ Monocytes","ctrl101.A","A"
"cell4862","CD4 T cells","ctrl101.B","B"
"cell4863","CD14+ Monocytes","ctrl101.B","B"
"cell4864","CD14+ Monocytes","ctrl101.A","A"
"cell4865","CD14+ Monocytes","ctrl101.A","A"
"cell4866","CD14+ Monocytes","ctrl101.A","A"
"cell4867","CD14+ Monocytes","ctrl101.A","A"
"cell4868","CD4 T cells","ctrl101.A","A"
"cell4869","CD14+ Monocytes","ctrl101.A","A"
"cell4870","CD4 T cells","ctrl101.A","A"
"cell4871","CD4 T cells","ctrl101.A","A"
"cell4872","CD4 T cells","ctrl101.A","A"
"cell4873","CD4 T cells","ctrl101.A","A"
"cell4874","CD14+ Monocytes","ctrl101.B","B"
"cell4875","CD4 T cells","ctrl101.A","A"
"cell4876","CD14+ Monocytes","ctrl101.A","A"
"cell4877","CD14+ Monocytes","ctrl101.A","A"
"cell4878","CD14+ Monocytes","ctrl101.A","A"
"cell4879","CD14+ Monocytes","ctrl101.A","A"
"cell4880","CD14+ Monocytes","ctrl101.A","A"
"cell4881","CD4 T cells","ctrl101.A","A"
"cell4882","CD14+ Monocytes","ctrl101.A","A"
